#Time	#Ge	#Inet	#Vm	#Act	#Spike	#Gk	#ISI	#AvgISI	#VmDend	#NMDA	#Gnmda	#GABAB	#GgabaB	#Gvgcc	#VGCCm	#VGCCh	#VGCCJcaPSD	#VGCCJcaCyt	#Gak	#AKm	#AKh	#VmS	#PreSpike	#Ds	#Ps	#Wt	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#GluN2B	#Cyt_Ca	#PSD_Ca	#Cyt_CaMact	#PSD_CaMact	#Cyt_CaMKIIact	#Cyt_CaMKII	#Cyt_CaMKIIP	#PSD_CaMKIIact	#PSD_CaMKII	#PSD_CaMKIIP	#PSD_CaMKIIn2b	#PSD_N2B_CaMKII	#PSD_N2B_CaMKIIP	#Cyt_DAPK1act	#Cyt_Ca0CaM_DAPK1	#Cyt_Ca1CaM_DAPK1	#Cyt_Ca0CaM_DAPK1P	#Cyt_Ca1CaM_DAPK1P	#Cyt_DAPK1	#Cyt_DAPK1P	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_Ca0CaM_DAPK1	#PSD_Ca1CaM_DAPK1	#PSD_Ca0CaM_DAPK1P	#PSD_Ca1CaM_DAPK1P	#PSD_DAPK1	#PSD_DAPK1P	#PSD_DAPK1_AutoK	#PSD_DAPK1n2b	#PSD_N2B_Ca0CaM_DAPK1	#PSD_N2B_Ca1CaM_DAPK1	#PSD_N2B_Ca0CaM_DAPK1P	#PSD_N2B_Ca1CaM_DAPK1P	#PSD_N2B_DAPK1	#PSD_N2B_DAPK1P	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
0.2	0.0022958	-0.0185471	0.405898	0.0657518	0	0.0215773	9	84.4928	0.382618	95.1898	0	0.746013	0	0.000201489	0.0222289	0.945607	82.989	48.2648	0	0.483322	0.00175287	-57.4384	0	2.24435	2.43595	1.03052	0.0633189	0.0185106	6114.93	0.0117227	0.0895969	0.863956	0.0464471	2.59552	0.322659	0.588733	0.0283067	0.0398357	1.66935	17.1332	1.49206e-10	4.26054	16.8779	3.00545e-09	3.33874	0.00208689	3.46581e-09	0.0854035	0.06516	0.0120995	0.533269	0.105608	0.00864224	19.0111	0.0044386	0.278869	0.0483982	0.0137478	0.517827	0.12561	0.00693575	19.0049	0.0173108	0.21263	0.154763	0.0447441	0.000213873	0.000192679	0.00536619	0.000183016	0.873718	0.92531	0.122541	0.182662	0.0338764	0.367211	0.183719	0.033876	0.253907	0.0363374	0.255129	0.217858	6.00532	0.0418159	0.455898	3.35444
0.21	0.000804523	-0.00180982	0.337047	0.0657518	0	0.0198049	19	84.4928	0.334831	95.6498	0	0.755311	0	1.29244e-08	0.000858275	0.961705	0.00612633	0.00356296	0	0.483322	0.00175282	-66.1031	0	2.26231	2.45436	1.03052	0.0380022	0.0134919	3059.07	0.00512798	0.182058	0.800913	0.0170293	2.46208	0.137574	0.286989	0.00192121	0.00428217	1.66883	17.1267	1.48475e-10	4.23004	16.9471	3.01149e-09	3.35678	0.0020982	3.45175e-09	0.0872297	0.0737335	0.00569018	0.53413	0.109033	0.00978503	18.988	0.00443187	0.285961	0.0581386	0.00697414	0.523228	0.125841	0.00899634	18.9832	0.0172711	0.216621	0.185144	0.0218336	0.000226409	0.000193382	0.00697485	0.000188757	0.876236	0.902912	0.122265	0.194307	0.0338699	0.364853	0.195355	0.0338694	0.251142	0.0367279	0.252522	0.22016	6.00537	0.0419078	0.45629	3.3535
0.22	0.000564836	-9.23554e-05	0.33104	0.0657518	0	0.0182587	29	84.4928	0.330824	96.0657	0	0.763193	0	7.58848e-13	3.31387e-05	0.973038	3.63964e-07	2.11675e-07	0	0.483322	0.0017528	-66.8862	0	2.27016	2.46175	1.03052	0.0362666	0.010084	2206.92	0.00365763	0.295024	0.694922	0.0100541	2.36961	0.0891594	0.203585	0.000807309	0.00244252	1.65876	17.134	1.60476e-10	4.19814	17.0144	3.23683e-09	3.372	0.00210755	3.70233e-09	0.0892105	0.0770251	0.00337932	0.536221	0.112015	0.0112727	18.965	0.00442455	0.292816	0.0619856	0.00447343	0.528948	0.126206	0.0113303	18.9616	0.0172306	0.220994	0.196758	0.0135598	0.000232989	0.00019547	0.00866875	0.000192779	0.868169	0.883099	0.121179	0.205559	0.0338638	0.361522	0.206598	0.0338634	0.248797	0.0371091	0.250229	0.22241	6.00542	0.0419998	0.456682	3.35255
0.23	0.000429833	7.90295e-05	0.331383	0.0657518	0	0.016902	39	84.4928	0.331361	96.4419	0	0.769862	0	4.40252e-17	1.27951e-06	0.981018	2.11106e-11	1.22775e-11	0	0.483322	0.00175279	-66.8701	0	2.27415	2.46492	1.03052	0.0363014	0.00769267	1684.78	0.00279291	0.398384	0.594607	0.00700947	2.30715	0.0726724	0.162074	0.000655709	0.00212475	1.64677	17.1446	1.78293e-10	4.17208	17.0706	3.53948e-09	3.38516	0.00211557	4.05107e-09	0.0913822	0.0786987	0.00269369	0.538887	0.114864	0.0128598	18.9424	0.00441681	0.299541	0.0641383	0.00355306	0.534409	0.126941	0.0136786	18.9403	0.0171898	0.225179	0.202728	0.0103524	0.000236902	0.000197444	0.0102428	0.000195487	0.857184	0.866637	0.120053	0.216414	0.0338582	0.358145	0.217443	0.0338578	0.246829	0.0374722	0.248228	0.224568	6.00546	0.0420917	0.457073	3.35161
0.24	0.000335913	9.25553e-05	0.332334	0.0657518	0	0.0157047	49	84.4928	0.332331	96.7821	0	0.775493	0	2.54563e-21	4.94029e-08	0.986636	1.21895e-15	7.08918e-16	0	0.483322	0.00175278	-66.7764	0	2.27598	2.46574	1.03052	0.0365051	0.00599169	1317.81	0.00218754	0.48345	0.511228	0.00532232	2.26639	0.0656883	0.136206	0.00061133	0.002013	1.63369	17.1573	1.98382e-10	4.15065	17.1179	3.86525e-09	3.39683	0.00212264	4.43161e-09	0.0937234	0.0799917	0.00248544	0.5419	0.117674	0.014525	18.9203	0.00440874	0.306146	0.0658183	0.00310304	0.539549	0.128029	0.0160243	18.9192	0.0171489	0.229184	0.206999	0.00869516	0.000239399	0.000198767	0.0116907	0.000197179	0.84516	0.851801	0.118929	0.226882	0.0338528	0.354783	0.227901	0.0338524	0.245167	0.0378121	0.246491	0.226606	6.00551	0.0421835	0.457463	3.35067
0.25	0.000268359	8.92097e-05	0.3333	0.0657518	0	0.0146418	59	84.4928	0.333299	97.0898	0	0.780239	0	1.46949e-25	1.90761e-09	0.990591	7.02632e-20	4.08637e-20	0	0.483322	0.00175278	-66.6795	0	2.27638	2.46501	1.03052	0.0367171	0.00476968	1053.64	0.00175148	0.550977	0.444728	0.00429483	2.24134	0.0619583	0.118509	0.000589882	0.00195231	1.61991	17.1716	2.19566e-10	4.1326	17.1583	4.19869e-09	3.4074	0.00212901	4.82438e-09	0.0962094	0.0812327	0.00242029	0.545157	0.120476	0.0162592	18.8988	0.00440041	0.312645	0.0673138	0.0028309	0.544407	0.129416	0.0183663	18.8985	0.0171081	0.233049	0.210606	0.00765217	0.000240932	0.000199418	0.0130204	0.00019806	0.832759	0.83779	0.117813	0.236973	0.0338475	0.351448	0.237983	0.0338472	0.243756	0.0381266	0.244986	0.228504	6.00556	0.0422754	0.457853	3.34972
0.26	0.000219258	8.38905e-05	0.334215	0.0657518	0	0.0136928	69	84.4928	0.334215	97.3681	0	0.784233	0	8.50475e-30	7.37874e-11	0.993376	4.06089e-24	2.36174e-24	0	0.483322	0.00175278	-66.5874	0	2.2758	2.46321	1.03052	0.0369196	0.00388452	861.675	0.00143429	0.604016	0.392348	0.00363568	2.22772	0.0596071	0.105904	0.000575991	0.00191034	1.60569	17.187	2.4136e-10	4.11701	17.1934	4.5348e-09	3.41715	0.00213487	5.22259e-09	0.0988171	0.0825004	0.00240353	0.5486	0.123283	0.0180557	18.8778	0.00439188	0.319053	0.0687034	0.00264853	0.549034	0.131053	0.0207059	18.8781	0.0170673	0.236806	0.213877	0.00693461	0.000241727	0.000199482	0.0142412	0.000198282	0.820259	0.824277	0.116707	0.246699	0.0338423	0.348141	0.2477	0.033842	0.242546	0.0384151	0.243676	0.230255	6.0056	0.0423672	0.458242	3.34878
0.27	0.00018333	7.84071e-05	0.335072	0.0657518	0	0.0128407	79	84.4928	0.335071	97.6197	0	0.787589	0	5.45678e-34	2.99443e-12	0.995336	2.60215e-28	1.51336e-28	0	0.483322	0.00175278	-66.5011	0	2.27451	2.46064	1.03052	0.0371103	0.00323889	721.257	0.00120206	0.645591	0.351212	0.00319677	2.22241	0.0579884	0.0967552	0.000565463	0.0018772	1.59119	17.2032	2.63513e-10	4.1032	17.2244	4.87165e-09	3.4263	0.00214033	5.62341e-09	0.101525	0.0838073	0.00240636	0.552185	0.126099	0.0199083	18.8574	0.00438318	0.325383	0.0700159	0.00252147	0.553479	0.132892	0.0230444	18.858	0.0170265	0.240477	0.216951	0.00642434	0.000241935	0.00019905	0.015363	0.000197962	0.807794	0.81113	0.11561	0.256068	0.0338372	0.344864	0.257059	0.0338369	0.241502	0.0386782	0.242532	0.231858	6.00565	0.0424589	0.458632	3.34783
0.28	0.000156908	7.31196e-05	0.335871	0.0657518	0	0.0120715	89	84.4928	0.335871	97.8473	0	0.790406	0	2.48474e-37	2.73454e-13	0.996716	1.18345e-31	6.88274e-32	0	0.483322	0.00175278	-66.4206	0	2.2727	2.45751	1.03052	0.0372891	0.00276525	618.019	0.00103121	0.678211	0.318894	0.00289516	2.22311	0.0568273	0.0900484	0.000556754	0.00184895	1.57654	17.2199	2.85867e-10	4.0907	17.2524	5.20833e-09	3.43496	0.00214549	6.02533e-09	0.104313	0.0851483	0.00241866	0.555879	0.128928	0.0218117	18.8374	0.00437435	0.331649	0.0712662	0.00243216	0.55778	0.134897	0.025383	18.8382	0.0169857	0.244082	0.219903	0.0060582	0.000241671	0.000198207	0.0163947	0.000197198	0.79544	0.798296	0.114522	0.265089	0.0338321	0.341617	0.26607	0.0338319	0.240592	0.0389171	0.241528	0.233318	6.0057	0.0425507	0.45902	3.34689
0.29	0.000137403	6.81591e-05	0.336617	0.0657518	0	0.0113735	99	84.4928	0.336616	98.0532	0	0.792766	0	4.75854e-38	1.80894e-13	0.997688	2.26388e-32	1.31663e-32	0	0.483322	0.00175278	-66.3456	0	2.27052	2.45399	1.03052	0.0374565	0.00241612	541.815	0.000905048	0.703869	0.293449	0.00268181	2.22817	0.0559787	0.0851033	0.000549151	0.00182366	1.56184	17.2369	3.08312e-10	4.07914	17.2781	5.54425e-09	3.44326	0.00215042	6.42742e-09	0.107166	0.0865141	0.00243603	0.559657	0.131767	0.0237611	18.818	0.00436542	0.337864	0.0724646	0.00236981	0.561969	0.137037	0.0277227	18.8189	0.0169451	0.247636	0.222781	0.00579622	0.000241025	0.000197022	0.017345	0.000196071	0.783244	0.785751	0.113445	0.273771	0.0338271	0.3384	0.274743	0.0338269	0.239793	0.0391334	0.24064	0.234643	6.00574	0.0426424	0.459409	3.34595
0.3	0.000122967	6.35565e-05	0.337311	0.0606532	0	0.010737	109	91.5954	0.337311	98.2393	0	0.794742	0	5.36353e-38	1.89858e-13	0.998372	2.54901e-32	1.48246e-32	0	0.483322	0.00175278	-66.2756	0	2.26807	2.45017	1.03052	0.0376131	0.00215777	485.405	0.000811648	0.724134	0.273339	0.00252664	2.23633	0.0553526	0.0814434	0.000542275	0.00180033	1.54713	17.2542	3.30762e-10	4.06827	17.3019	5.87897e-09	3.45125	0.00215516	6.82897e-09	0.110066	0.0878951	0.00245615	0.563496	0.134615	0.025752	18.7989	0.00435643	0.344036	0.0736187	0.00232711	0.566071	0.139285	0.0300642	18.7999	0.0169045	0.25115	0.225616	0.00561089	0.000240072	0.000195559	0.0182217	0.000194649	0.771235	0.773486	0.112378	0.282122	0.0338221	0.335212	0.283085	0.0338219	0.239086	0.039329	0.239851	0.235844	6.00579	0.0427341	0.459797	3.345
0.31	0.000112264	5.93257e-05	0.337959	0.0559917	0	0.0101539	119	99.2211	0.337959	98.4077	0	0.796394	0	6.52932e-38	2.02725e-13	0.998854	3.1e-32	1.8029e-32	0	0.483322	0.00175278	-66.2104	0	2.26542	2.44614	1.03052	0.0377598	0.00196602	443.566	0.000742394	0.740232	0.257357	0.00241071	2.2467	0.054888	0.0787283	0.000535901	0.00177835	1.53248	17.2716	3.53149e-10	4.05793	17.3242	6.21214e-09	3.45899	0.00215974	7.22946e-09	0.113001	0.0892824	0.0024776	0.56738	0.137471	0.0277802	18.7804	0.00434741	0.350173	0.0747343	0.00229884	0.570105	0.14162	0.0324083	18.7813	0.0168639	0.254634	0.228431	0.00548252	0.000238872	0.000193869	0.0190322	0.000192988	0.759432	0.761493	0.11132	0.290151	0.0338171	0.332055	0.291106	0.033817	0.238455	0.0395057	0.239146	0.236929	6.00584	0.0428258	0.460184	3.34406
0.32	0.000104323	5.54508e-05	0.338564	0.0515829	0	0.00961743	129	107.701	0.338564	98.5599	0	0.797774	0	7.86858e-38	2.15683e-13	0.999193	3.73242e-32	2.1707e-32	0	0.483322	0.00175278	-66.1495	0	2.26262	2.44195	1.03052	0.0378972	0.00182332	412.499	0.000691012	0.753116	0.244562	0.00232177	2.25861	0.0545419	0.0767109	0.00052989	0.00175736	1.51789	17.2891	3.75419e-10	4.04797	17.3455	6.54347e-09	3.46651	0.00216418	7.62846e-09	0.115959	0.0906679	0.00249942	0.571294	0.140331	0.0298421	18.7622	0.00433837	0.356282	0.0758156	0.0022812	0.574084	0.144025	0.0347552	18.7631	0.0168235	0.258094	0.231239	0.00539677	0.000237478	0.000191997	0.0197831	0.000191136	0.747848	0.749767	0.110273	0.297867	0.0338122	0.328927	0.298813	0.0338121	0.237887	0.0396655	0.23851	0.237912	6.00589	0.0429174	0.460572	3.34311
0.33	9.84322e-05	5.18873e-05	0.33913	0.0475936	0	0.00912194	139	116.729	0.339129	98.6976	0	0.798926	0	9.36761e-38	2.28548e-13	0.999432	4.43965e-32	2.58202e-32	0	0.483322	0.00175278	-66.0925	0	2.25972	2.43766	1.03052	0.0380262	0.00171692	389.421	0.000652895	0.763526	0.234222	0.00225175	2.27158	0.0542834	0.0752107	0.00052415	0.00173712	1.50341	17.3065	3.97528e-10	4.0383	17.3659	6.87271e-09	3.47385	0.0021685	8.02564e-09	0.11893	0.0920444	0.00252098	0.575225	0.143192	0.0319343	18.7445	0.00432934	0.362367	0.0768657	0.00227138	0.578018	0.146486	0.0371055	18.7453	0.0167833	0.261536	0.234053	0.00534305	0.000235931	0.000189981	0.0204804	0.000189132	0.736491	0.738304	0.109235	0.305277	0.0338074	0.325829	0.306214	0.0338073	0.237371	0.0398102	0.237935	0.238801	6.00593	0.0430091	0.460959	3.34217
0.34	9.40651e-05	4.8633e-05	0.33966	0.0439291	0	0.00866265	149	126.467	0.339659	98.8222	0	0.799886	0	1.10281e-37	2.41287e-13	0.9996	5.22239e-32	3.03724e-32	0	0.483322	0.00175278	-66.0392	0	2.25674	2.43329	1.03052	0.0381474	0.00163741	372.279	0.000624641	0.772033	0.225772	0.00219518	2.28524	0.0540899	0.0740948	0.000518619	0.00171748	1.48904	17.3239	4.1944e-10	4.02886	17.3855	7.19968e-09	3.481	0.00217272	8.42073e-09	0.121904	0.0934058	0.00254184	0.579164	0.146052	0.0340537	18.7271	0.00432033	0.368431	0.0778867	0.00226729	0.581915	0.14899	0.0394594	18.7278	0.0167431	0.264965	0.236878	0.00531349	0.000234266	0.000187853	0.0211298	0.000187011	0.725364	0.727098	0.108207	0.31239	0.0338026	0.322759	0.313317	0.0338025	0.2369	0.0399413	0.237411	0.239608	6.00598	0.0431007	0.461346	3.34123
0.35	9.08315e-05	4.56708e-05	0.340157	0.0405934	0	0.00823553	159	136.859	0.340156	98.9348	0	0.800686	0	1.28507e-37	2.53877e-13	0.999719	6.08086e-32	3.53651e-32	0	0.483322	0.00175278	-65.9891	0	2.25371	2.42887	1.03052	0.0382614	0.00157787	359.549	0.000603724	0.779075	0.218777	0.00214834	2.29934	0.0539445	0.0732644	0.000513256	0.00169833	1.47479	17.3412	4.41125e-10	4.01961	17.4046	7.52422e-09	3.48799	0.00217683	8.81351e-09	0.124875	0.0947467	0.00256171	0.583103	0.148906	0.0361975	18.7101	0.00431136	0.374477	0.0788798	0.00226736	0.58578	0.151526	0.041817	18.7107	0.0167032	0.268386	0.239719	0.0053022	0.000232514	0.00018564	0.0217362	0.000184801	0.71447	0.716144	0.107189	0.319212	0.0337979	0.319719	0.320131	0.0337978	0.236467	0.0400605	0.23693	0.240341	6.00603	0.0431922	0.461733	3.34028
0.36	8.84408e-05	4.29692e-05	0.340624	0.03899	0	0.00783715	169	142.487	0.340624	99.0366	0	0.801353	0	1.48356e-37	2.66302e-13	0.999802	7.01513e-32	4.07987e-32	0	0.483322	0.00175278	-65.9421	0	2.25064	2.42442	1.03052	0.0383688	0.00153316	350.099	0.000588262	0.784988	0.212903	0.0021086	2.31371	0.0538349	0.0726463	0.00050803	0.00167959	1.46067	17.3584	4.62558e-10	4.01049	17.4232	7.84619e-09	3.49483	0.00218085	9.20382e-09	0.127836	0.0960626	0.0025804	0.587035	0.151753	0.0383631	18.6935	0.00430244	0.380504	0.0798457	0.0022704	0.589616	0.154087	0.0441784	18.6939	0.0166635	0.2718	0.242578	0.00530475	0.000230697	0.000183364	0.0223042	0.000182526	0.703807	0.705437	0.10618	0.325752	0.0337932	0.316707	0.326662	0.0337932	0.236066	0.0401691	0.236487	0.241009	6.00608	0.0432838	0.462119	3.33934
0.37	8.66756e-05	4.04763e-05	0.341064	0.0360396	0	0.0074646	179	154.152	0.341064	99.1287	0	0.801906	0	1.6981e-37	2.78544e-13	0.999861	8.02423e-32	4.66674e-32	0	0.483322	0.00175278	-65.8979	0	2.24755	2.41994	1.03052	0.0384701	0.00149945	343.082	0.000576845	0.790031	0.207895	0.0020741	2.32822	0.053752	0.0721857	0.00050292	0.00166122	1.44669	17.3755	4.8372e-10	4.00149	17.4414	8.16551e-09	3.50152	0.00218477	9.59154e-09	0.13078	0.0973494	0.00259778	0.590954	0.154588	0.0405483	18.6773	0.00429358	0.386515	0.0807847	0.00227552	0.593425	0.156666	0.0465435	18.6775	0.0166239	0.27521	0.245458	0.00531779	0.000228836	0.000181044	0.022838	0.000180205	0.693374	0.694971	0.10518	0.332017	0.0337887	0.313724	0.332919	0.0337886	0.235691	0.0402685	0.236075	0.241619	6.00613	0.0433753	0.462506	3.33839
0.38	8.53729e-05	3.8179e-05	0.341479	0.0346526	0	0.00711538	189	160.321	0.341478	99.212	0	0.802367	0	1.92844e-37	2.90591e-13	0.999902	9.1069e-32	5.2964e-32	0	0.483322	0.00175278	-65.8562	0	2.24444	2.41546	1.03052	0.0385659	0.00147388	337.865	0.00056842	0.7944	0.203556	0.00204351	2.34278	0.0536887	0.0718417	0.000497909	0.00164315	1.43285	17.3925	5.04593e-10	3.99259	17.4592	8.48212e-09	3.50805	0.0021886	9.97656e-09	0.133704	0.0986039	0.00261378	0.594855	0.157411	0.0427507	18.6613	0.00428479	0.392508	0.0816965	0.00228204	0.597209	0.159255	0.0489124	18.6614	0.0165846	0.278618	0.248358	0.0053388	0.000226949	0.000178697	0.0233412	0.000177854	0.683168	0.684741	0.104191	0.338014	0.0337842	0.310769	0.338908	0.0337842	0.23534	0.0403597	0.235692	0.242179	6.00617	0.0434668	0.462892	3.33745
0.39	8.44102e-05	3.60667e-05	0.34187	0.0332953	0	0.00678734	199	166.857	0.341869	99.2874	0	0.802749	0	2.1743e-37	3.02435e-13	0.999931	1.02618e-31	5.96808e-32	0	0.483322	0.00175278	-65.8168	0	2.24132	2.41097	1.03052	0.0386564	0.00145432	333.97	0.000562192	0.798246	0.199738	0.00201587	2.35735	0.0536401	0.0715834	0.000492985	0.00162538	1.41915	17.4093	5.25164e-10	3.98377	17.4768	8.79597e-09	3.51444	0.00219233	1.03588e-08	0.136601	0.0998233	0.00262839	0.598733	0.160218	0.0449686	18.6458	0.00427609	0.398483	0.0825809	0.00228945	0.600968	0.161851	0.0512849	18.6457	0.0165456	0.282025	0.251279	0.00536584	0.000225047	0.000176335	0.0238172	0.000175488	0.673187	0.674741	0.10321	0.343751	0.0337798	0.307842	0.344636	0.0337798	0.235009	0.0404437	0.235332	0.242695	6.00622	0.0435583	0.463278	3.3365
0.4	8.36956e-05	3.41044e-05	0.34224	0.0307364	0	0.00647863	209	180.748	0.342239	99.3555	0	0.803067	0	2.43518e-37	3.14064e-13	0.999951	1.14866e-31	6.68036e-32	0	0.483322	0.00175278	-65.7796	0	2.2382	2.40648	1.03052	0.0387422	0.00143916	331.042	0.000557567	0.801682	0.196328	0.00199046	2.37188	0.0536021	0.0713878	0.000488141	0.00160787	1.4056	17.426	5.45421e-10	3.97502	17.494	9.10704e-09	3.52068	0.00219598	1.07383e-08	0.13947	0.101005	0.00264158	0.602586	0.163007	0.0472001	18.6305	0.00426748	0.40444	0.0834373	0.00229736	0.604701	0.164447	0.0536608	18.6303	0.0165068	0.285432	0.25422	0.00539744	0.000223143	0.00017397	0.024269	0.000173117	0.663425	0.664966	0.102239	0.349234	0.0337755	0.304942	0.350111	0.0337755	0.234695	0.0405215	0.234992	0.243172	6.00627	0.0436498	0.463664	3.33556
0.41	8.316e-05	3.22824e-05	0.34259	0.029551	0	0.00618764	219	187.999	0.342589	99.4171	0	0.80333	0	2.71058e-37	3.25474e-13	0.999966	1.27788e-31	7.43189e-32	0	0.483322	0.00175278	-65.7445	0	2.23508	2.402	1.03052	0.0388235	0.00142721	328.811	0.000554095	0.804796	0.193237	0.00196677	2.38638	0.053572	0.0712375	0.00048337	0.00159061	1.39218	17.4425	5.65358e-10	3.96634	17.5111	9.41533e-09	3.52678	0.00219954	1.1115e-08	0.142308	0.102148	0.00265339	0.606411	0.165777	0.0494437	18.6155	0.00425896	0.410377	0.0842652	0.00230546	0.608409	0.167042	0.05604	18.6152	0.0164684	0.28884	0.257179	0.00543247	0.000221246	0.00017161	0.0246994	0.000170751	0.653879	0.65541	0.101276	0.35447	0.0337714	0.30207	0.355339	0.0337714	0.234395	0.0405938	0.234671	0.243615	6.00632	0.0437412	0.464049	3.33461
0.42	8.27514e-05	3.0595e-05	0.342921	0.0284028	0	0.00591294	229	195.599	0.34292	99.4729	0	0.803549	0	2.99995e-37	3.36659e-13	0.999976	1.41358e-31	8.22113e-32	0	0.483322	0.00175278	-65.7111	0	2.23196	2.39752	1.03052	0.0389007	0.00141755	327.075	0.000551439	0.807656	0.1904	0.00194439	2.40082	0.0535475	0.0711195	0.000478666	0.00157358	1.37891	17.4589	5.84965e-10	3.95771	17.5279	9.72085e-09	3.53274	0.00220301	1.14889e-08	0.14511	0.10325	0.00266385	0.610205	0.168524	0.0516977	18.6009	0.00425054	0.416292	0.0850638	0.00231353	0.61209	0.16963	0.0584222	18.6004	0.0164303	0.292249	0.260156	0.00547006	0.000219364	0.000169264	0.0251107	0.000168398	0.644544	0.646068	0.100323	0.359466	0.0337673	0.299225	0.360326	0.0337673	0.234109	0.0406613	0.234366	0.244028	6.00637	0.0438327	0.464435	3.33366
0.43	8.24307e-05	2.90213e-05	0.343235	0.0273028	0	0.0056533	239	203.479	0.343235	99.5233	0	0.80373	0	3.30256e-37	3.47611e-13	0.999983	1.55542e-31	9.04605e-32	0	0.483322	0.00175278	-65.6796	0	2.22884	2.39306	1.03052	0.0389739	0.00140952	325.683	0.000549348	0.810311	0.187766	0.00192305	2.41523	0.0535269	0.0710239	0.000474025	0.00155677	1.36578	17.4751	6.04238e-10	3.94914	17.5444	1.00236e-08	3.53855	0.00220639	1.18599e-08	0.147876	0.104311	0.00267298	0.613966	0.171249	0.053961	18.5865	0.00424223	0.422185	0.0858327	0.0023214	0.615744	0.172209	0.0608071	18.5859	0.0163925	0.295659	0.263149	0.00550955	0.000217501	0.000166936	0.0255051	0.000166063	0.635416	0.636934	0.0993789	0.364228	0.0337634	0.296407	0.36508	0.0337634	0.233835	0.0407246	0.234074	0.244414	6.00642	0.0439241	0.464821	3.33272
0.44	8.21686e-05	2.75403e-05	0.343533	0.0262323	0	0.00540762	249	211.783	0.343533	99.5688	0	0.80388	0	3.61772e-37	3.58328e-13	0.999988	1.70308e-31	9.90479e-32	0	0.483322	0.00175278	-65.6496	0	2.22573	2.3886	1.03052	0.0390435	0.00140261	324.523	0.000547632	0.812802	0.185296	0.00190252	2.4296	0.0535092	0.0709436	0.000469445	0.00154017	1.3528	17.4912	6.23174e-10	3.94061	17.5608	1.03237e-08	3.54421	0.00220968	1.22282e-08	0.150604	0.105328	0.00268085	0.617692	0.17395	0.0562322	18.5724	0.00423402	0.428054	0.0865713	0.00232894	0.61937	0.174776	0.0631946	18.5717	0.016355	0.299071	0.266156	0.00555042	0.000215664	0.000164633	0.0258846	0.000163752	0.62649	0.628003	0.0984436	0.368763	0.0337596	0.293615	0.369607	0.0337596	0.23357	0.0407842	0.233795	0.244778	6.00647	0.0440154	0.465206	3.33177
0.45	8.19434e-05	2.61584e-05	0.343816	0.0252036	0	0.00517491	259	220.427	0.343815	99.6101	0	0.804004	0	3.94455e-37	3.68805e-13	0.999992	1.85613e-31	1.07949e-31	0	0.483322	0.00175278	-65.6212	0	2.22263	2.38416	1.03052	0.0391097	0.00139645	323.508	0.000546148	0.815157	0.18296	0.00188266	2.44396	0.0534933	0.070873	0.000464923	0.00152378	1.33995	17.5071	6.41769e-10	3.93213	17.577	1.0621e-08	3.54973	0.00221288	1.25937e-08	0.153291	0.106302	0.0026875	0.621383	0.176625	0.0585103	18.5586	0.00422592	0.433897	0.087279	0.00233604	0.622967	0.17733	0.0655842	18.5577	0.0163179	0.302483	0.269177	0.00559226	0.000213855	0.000162357	0.026251	0.000161469	0.617762	0.61927	0.0975171	0.373076	0.0337559	0.29085	0.373913	0.0337559	0.233315	0.0408406	0.233526	0.245121	6.00652	0.0441067	0.465592	3.33082
0.46	8.17388e-05	2.48398e-05	0.344085	0.024224	0	0.0049543	269	229.341	0.344084	99.6473	0	0.804106	0	4.28223e-37	3.79039e-13	0.999994	2.0142e-31	1.17142e-31	0	0.483322	0.00175278	-65.5942	0	2.21953	2.37974	1.03052	0.0391728	0.00139074	322.578	0.000544793	0.817401	0.180736	0.00186332	2.45832	0.0534785	0.070808	0.000460458	0.00150759	1.32725	17.5228	6.60023e-10	3.92369	17.593	1.09157e-08	3.55511	0.002216	1.29565e-08	0.155938	0.107232	0.00269297	0.625036	0.179273	0.0607942	18.5451	0.00421794	0.439713	0.0879553	0.00234263	0.626534	0.179868	0.0679759	18.5441	0.0162812	0.305896	0.272209	0.00563477	0.000212078	0.000160113	0.0266057	0.000159217	0.609225	0.610731	0.0965994	0.377175	0.0337523	0.28811	0.378003	0.0337524	0.233067	0.040894	0.233267	0.245447	6.00656	0.044198	0.465977	3.32987
