#Time	#Ge	#Inet	#Vm	#Act	#Spike	#Gk	#ISI	#AvgISI	#VmDend	#NMDA	#Gnmda	#GABAB	#GgabaB	#Gvgcc	#VGCCm	#VGCCh	#VGCCJcaPSD	#VGCCJcaCyt	#Gak	#AKm	#AKh	#VmS	#PreSpike	#Ds	#Ps	#Wt	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#GluN2B	#Cyt_Ca	#PSD_Ca	#Cyt_CaMact	#PSD_CaMact	#Cyt_CaMKIIact	#Cyt_CaMKII	#Cyt_CaMKIIP	#PSD_CaMKIIact	#PSD_CaMKII	#PSD_CaMKIIP	#PSD_CaMKIIn2b	#PSD_N2B_CaMKII	#PSD_N2B_CaMKIIP	#Cyt_DAPK1act	#Cyt_Ca0CaM_DAPK1	#Cyt_Ca1CaM_DAPK1	#Cyt_Ca0CaM_DAPK1P	#Cyt_Ca1CaM_DAPK1P	#Cyt_DAPK1	#Cyt_DAPK1P	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_Ca0CaM_DAPK1	#PSD_Ca1CaM_DAPK1	#PSD_Ca0CaM_DAPK1P	#PSD_Ca1CaM_DAPK1P	#PSD_DAPK1	#PSD_DAPK1P	#PSD_DAPK1_AutoK	#PSD_DAPK1n2b	#PSD_N2B_Ca0CaM_DAPK1	#PSD_N2B_Ca1CaM_DAPK1	#PSD_N2B_Ca0CaM_DAPK1P	#PSD_N2B_Ca1CaM_DAPK1P	#PSD_N2B_DAPK1	#PSD_N2B_DAPK1P	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
4.55	0.000106733	1.60926e-05	0.345577	0.0185297	0	0.00381471	359	299.819	0.345576	100.228	0	0.80459	0	6.77208e-37	4.41513e-13	0.999999	3.17804e-31	1.84829e-31	0	0.483322	0.00175278	-65.444	0	6.96518	6.98196	1.17667	0.0395246	0.00179964	420.239	0.000711302	0.793285	0.204045	0.00267066	2.6219	0.0548231	0.0774481	0.000674424	0.0024942	1.95206	16.1697	6.48809e-08	6.4726	16.2908	1.2267e-06	6.15666	0.00376363	1.35441e-06	1.36815	0.908704	0.0157308	1.51291	1.18476	0.589865	13.1762	0.00194835	4.90469	0.784542	0.0187733	1.51557	1.18396	0.670787	13.1739	0.00473986	3.67275	3.30199	0.0681366	0.000445551	0.000261854	0.297842	0.000258406	1.11104	1.11426	0.180613	1.11784	0.211535	0.439913	1.11896	0.211549	0.131163	0.0737543	0.130156	0.443515	6.08164	0.0351125	0.571864	2.96001
4.56	0.000106341	1.53614e-05	0.345742	0.0178145	0	0.00367948	369	311.855	0.345742	100.206	0	0.80459	0	7.12316e-37	4.49016e-13	0.999999	3.34195e-31	1.94361e-31	0	0.483322	0.00175278	-65.4274	0	6.94594	6.95964	1.17667	0.0395638	0.00179121	418.582	0.000708671	0.795648	0.201714	0.00263805	2.65264	0.0548007	0.0773342	0.000663336	0.0024572	1.9312	16.1965	6.47574e-08	6.45558	16.3178	1.22505e-06	6.16195	0.00376559	1.35353e-06	1.36876	0.899412	0.0155746	1.51662	1.18585	0.603287	13.1706	0.00194526	4.9138	0.775612	0.018581	1.51926	1.18502	0.68476	13.1683	0.00472681	3.68084	3.30862	0.0681506	0.000441827	0.00025826	0.299331	0.000254819	1.09644	1.09966	0.178888	1.11476	0.212895	0.435767	1.11587	0.21291	0.131944	0.0733708	0.130927	0.441217	6.0819	0.0350303	0.571956	2.95921
4.57	0.000105923	1.46588e-05	0.345901	0.0171212	0	0.00355045	379	324.484	0.3459	100.186	0	0.80459	0	7.47525e-37	4.56296e-13	0.999999	3.50629e-31	2.03919e-31	0	0.483322	0.00175278	-65.4115	0	6.92676	6.93741	1.17667	0.0396012	0.00178242	416.826	0.000705863	0.797959	0.199435	0.00260596	2.68369	0.0547775	0.0772143	0.000652534	0.00242098	1.91054	16.223	6.46216e-08	6.43876	16.3444	1.22325e-06	6.16723	0.00376754	1.3525e-06	1.36937	0.890189	0.015419	1.52025	1.18689	0.616615	13.1652	0.00194229	4.92268	0.766758	0.0183884	1.52287	1.18603	0.698618	13.1629	0.00471422	3.68869	3.31508	0.068156	0.000438186	0.000254744	0.30076	0.000251309	1.08216	1.08538	0.17718	1.11159	0.214258	0.431659	1.11269	0.214273	0.132736	0.0729844	0.131709	0.4389	6.08217	0.0349483	0.572048	2.9584
4.58	0.000105478	1.39974e-05	0.346052	0.0171212	0	0.00342731	389	324.484	0.346051	100.168	0	0.80459	0	7.82747e-37	4.63353e-13	0.999999	3.67064e-31	2.13478e-31	0	0.483322	0.00175278	-65.3963	0	6.90765	6.91526	1.17667	0.039637	0.0017733	414.973	0.000702884	0.80022	0.197205	0.00257435	2.71507	0.0547536	0.0770884	0.000642006	0.00238551	1.89008	16.2492	6.44741e-08	6.42214	16.3708	1.22131e-06	6.1725	0.0037695	1.35132e-06	1.36998	0.881033	0.0152641	1.52381	1.18789	0.629848	13.1601	0.00193942	4.93132	0.757978	0.0181957	1.52642	1.187	0.712363	13.1577	0.00470206	3.69631	3.32138	0.0681527	0.000434628	0.000251304	0.302133	0.000247875	1.06819	1.0714	0.175487	1.10833	0.215622	0.427589	1.10942	0.215637	0.133538	0.0725954	0.132503	0.436567	6.08243	0.0348667	0.572139	2.95759
4.59	0.000105009	1.33682e-05	0.346196	0.0164566	0	0.00330977	399	337.587	0.346195	100.152	0	0.80459	0	8.17917e-37	4.70194e-13	0.999999	3.83472e-31	2.2302e-31	0	0.483322	0.00175278	-65.3819	0	6.88859	6.89319	1.17667	0.0396712	0.00176384	413.028	0.000699737	0.802433	0.195023	0.00254322	2.74679	0.0547289	0.0769567	0.000631742	0.00235076	1.86981	16.2752	6.43152e-08	6.4057	16.397	1.21923e-06	6.17775	0.00377146	1.34999e-06	1.37059	0.871945	0.0151099	1.52729	1.18883	0.642989	13.1552	0.00193665	4.93974	0.749269	0.0180029	1.52989	1.18793	0.725999	13.1528	0.00469033	3.7037	3.32751	0.0681409	0.00043115	0.000247938	0.303454	0.000244516	1.05452	1.05773	0.173811	1.10498	0.216988	0.423557	1.10606	0.217003	0.134351	0.0722039	0.133307	0.434218	6.08269	0.0347854	0.572229	2.95678
4.6	0.000104515	1.27639e-05	0.346333	0.0158156	0	0.00319753	409	351.27	0.346333	100.138	0	0.80459	0	8.52969e-37	4.76819e-13	0.999999	3.99822e-31	2.32529e-31	0	0.483322	0.00175278	-65.368	0	6.86958	6.8712	1.17667	0.0397039	0.00175405	410.992	0.00069643	0.8046	0.192887	0.00251255	2.77887	0.0547034	0.0768194	0.000621734	0.0023167	1.84974	16.3009	6.41455e-08	6.38946	16.4229	1.21701e-06	6.18299	0.00377341	1.34854e-06	1.37119	0.862922	0.0149564	1.5307	1.18973	0.656037	13.1506	0.00193399	4.94794	0.740629	0.0178101	1.53329	1.18881	0.739527	13.1482	0.00467903	3.71088	3.33347	0.0681209	0.00042775	0.000244644	0.304727	0.00024123	1.04115	1.04435	0.172149	1.10154	0.218355	0.419562	1.10261	0.21837	0.135174	0.0718101	0.134123	0.431855	6.08295	0.0347043	0.572318	2.95598
4.61	0.000103998	1.21861e-05	0.346465	0.0158156	0	0.00309033	419	351.27	0.346464	100.125	0	0.80459	0	8.87843e-37	4.83232e-13	0.999999	4.16084e-31	2.41987e-31	0	0.483322	0.00175278	-65.3548	0	6.85064	6.84928	1.17667	0.0397351	0.00174396	408.869	0.000692967	0.806722	0.190795	0.00248234	2.81133	0.0546773	0.0766768	0.000611972	0.00228333	1.82986	16.3263	6.39652e-08	6.37341	16.4485	1.21467e-06	6.18821	0.00377535	1.34696e-06	1.37179	0.853965	0.0148037	1.53403	1.19057	0.668993	13.1462	0.00193144	4.95592	0.732058	0.0176174	1.53662	1.18965	0.752949	13.1438	0.00466813	3.71783	3.33927	0.0680928	0.000424427	0.000241422	0.305953	0.000238014	1.02806	1.03126	0.170504	1.09803	0.219724	0.415605	1.09909	0.219739	0.136009	0.0714141	0.134951	0.429478	6.08321	0.0346236	0.572407	2.95517
4.62	0.000103459	1.16393e-05	0.34659	0.0152034	0	0.00298793	429	365.416	0.34659	100.113	0	0.80459	0	9.22491e-37	4.8944e-13	0.999999	4.32239e-31	2.51382e-31	0	0.483322	0.00175278	-65.3422	0	6.83175	6.82745	1.17667	0.0397649	0.00173357	406.663	0.000689357	0.808801	0.188746	0.00245258	2.84417	0.0546505	0.076529	0.000602448	0.0022506	1.81017	16.3515	6.37749e-08	6.35754	16.4739	1.21221e-06	6.19341	0.0037773	1.34525e-06	1.37239	0.845073	0.0146519	1.53729	1.19138	0.681858	13.1421	0.00192898	4.96368	0.723553	0.0174248	1.53988	1.19044	0.766267	13.1397	0.00465764	3.72457	3.3449	0.0680569	0.00042118	0.000238269	0.307137	0.000234869	1.01525	1.01844	0.168874	1.09444	0.221093	0.411684	1.09548	0.221108	0.136854	0.0710162	0.135789	0.427089	6.08347	0.0345433	0.572495	2.95437
4.63	0.000102898	1.11187e-05	0.34671	0.0146148	0	0.00289008	439	380.133	0.346709	100.102	0	0.80459	0	9.56847e-37	4.95443e-13	0.999999	4.48254e-31	2.60696e-31	0	0.483322	0.00175278	-65.3302	0	6.81292	6.80569	1.17667	0.0397935	0.0017229	404.378	0.000685606	0.810838	0.186739	0.00242325	2.87742	0.0546231	0.0763764	0.000593155	0.00221852	1.79068	16.3765	6.3575e-08	6.34185	16.499	1.20963e-06	6.1986	0.00377923	1.34343e-06	1.37299	0.836245	0.0145008	1.54048	1.19213	0.694632	13.1382	0.00192662	4.97123	0.715112	0.0172325	1.54308	1.19119	0.779484	13.1357	0.00464754	3.7311	3.35037	0.0680133	0.000418005	0.000235184	0.308281	0.000231791	1.00272	1.0059	0.167259	1.09077	0.222463	0.4078	1.09181	0.222478	0.13771	0.0706164	0.13664	0.424689	6.08373	0.0344632	0.572583	2.95356
4.64	0.000102317	1.0629e-05	0.346825	0.0146148	0	0.00279656	449	380.133	0.346824	100.092	0	0.80459	0	9.9083e-37	5.01243e-13	0.999999	4.64092e-31	2.69907e-31	0	0.483322	0.00175278	-65.3187	0	6.79414	6.784	1.17667	0.0398207	0.00171197	402.018	0.00068172	0.812834	0.184772	0.00239436	2.91109	0.0545951	0.0762191	0.000584083	0.00218705	1.77137	16.4012	6.33658e-08	6.32635	16.5238	1.20694e-06	6.20378	0.00378117	1.3415e-06	1.37358	0.82748	0.0143507	1.54359	1.19284	0.707317	13.1345	0.00192436	4.97857	0.706736	0.0170404	1.5462	1.1919	0.7926	13.132	0.00463783	3.73742	3.35568	0.0679623	0.000414902	0.000232164	0.309387	0.00022878	0.990449	0.993618	0.165659	1.08703	0.223834	0.403952	1.08806	0.223849	0.138578	0.0702149	0.137501	0.422278	6.08399	0.0343834	0.57267	2.95276
4.65	0.000101717	1.01599e-05	0.346934	0.0140467	0	0.00270715	459	395.506	0.346933	100.083	0	0.80459	0	1.02446e-36	5.06852e-13	0.999999	4.79762e-31	2.7902e-31	0	0.483322	0.00175278	-65.3077	0	6.77542	6.76239	1.17667	0.0398468	0.00170077	399.586	0.000677706	0.814791	0.182844	0.00236589	2.94519	0.0545665	0.0760575	0.000575226	0.00215619	1.75225	16.4256	6.3148e-08	6.31102	16.5485	1.20415e-06	6.20893	0.0037831	1.33946e-06	1.37417	0.818779	0.0142015	1.54664	1.1935	0.719912	13.131	0.00192219	4.9857	0.698422	0.0168487	1.54926	1.19256	0.805617	13.1285	0.00462849	3.74353	3.36082	0.0679042	0.000411868	0.00022921	0.310456	0.000225833	0.978439	0.981596	0.164074	1.08322	0.225205	0.40014	1.08424	0.22522	0.139457	0.0698118	0.138375	0.419857	6.08424	0.034304	0.572756	2.95195
4.66	0.000101099	9.71713e-06	0.347039	0.0140467	0	0.00262167	469	395.506	0.347038	100.075	0	0.80459	0	1.05766e-36	5.12269e-13	0.999999	4.9523e-31	2.88016e-31	0	0.483322	0.00175278	-65.2972	0	6.75675	6.74085	1.17667	0.0398717	0.00168934	397.087	0.000673572	0.816708	0.180954	0.00233783	2.97973	0.0545374	0.0758917	0.000566577	0.0021259	1.73331	16.4498	6.29218e-08	6.29586	16.5728	1.20125e-06	6.21407	0.00378502	1.33732e-06	1.37475	0.81014	0.0140531	1.54961	1.19412	0.73242	13.1277	0.00192012	4.99263	0.69017	0.0166575	1.55226	1.19318	0.818538	13.1253	0.00461952	3.74945	3.36581	0.0678391	0.000408902	0.000226319	0.311492	0.00022295	0.96668	0.969824	0.162504	1.07935	0.226576	0.396363	1.08036	0.226591	0.140347	0.0694073	0.13926	0.417427	6.0845	0.0342249	0.572842	2.95115
4.67	0.000100463	9.29157e-06	0.347139	0.0135039	0	0.00253991	479	411.405	0.347138	100.068	0	0.80459	0	1.09038e-36	5.17502e-13	0.999999	5.10473e-31	2.96881e-31	0	0.483322	0.00175278	-65.2871	0	6.73814	6.71939	1.17667	0.0398956	0.00167768	394.524	0.000669324	0.818588	0.179101	0.00231018	3.01473	0.0545077	0.075722	0.000558129	0.00209619	1.71456	16.4738	6.26875e-08	6.28088	16.597	1.19825e-06	6.21919	0.00378693	1.33508e-06	1.37534	0.801563	0.0139058	1.55252	1.19469	0.744841	13.1246	0.00191813	4.99936	0.68198	0.0164668	1.55519	1.19376	0.831363	13.1222	0.00461091	3.75517	3.37064	0.0677673	0.000406003	0.000223489	0.312495	0.000220128	0.955167	0.958298	0.160949	1.07541	0.227946	0.392622	1.07641	0.227962	0.141248	0.0690015	0.140157	0.414989	6.08476	0.0341461	0.572927	2.95035
4.68	9.98113e-05	8.87814e-06	0.347234	0.0135039	0	0.0024617	489	411.405	0.347234	100.062	0	0.80459	0	1.1226e-36	5.22551e-13	0.999999	5.25478e-31	3.05608e-31	0	0.483322	0.00175278	-65.2775	0	6.71958	6.698	1.17667	0.0399184	0.00166581	391.901	0.000664968	0.820432	0.177285	0.00228294	3.0502	0.0544777	0.0755486	0.000549876	0.00206703	1.696	16.4975	6.24456e-08	6.26607	16.6208	1.19516e-06	6.22429	0.00378884	1.33274e-06	1.37592	0.793047	0.0137593	1.55537	1.19521	0.757175	13.1218	0.00191624	5.00588	0.673849	0.0162766	1.55805	1.19429	0.844094	13.1193	0.00460266	3.76069	3.3753	0.067689	0.000403168	0.000220718	0.313467	0.000217366	0.943894	0.94701	0.159408	1.07141	0.229317	0.388915	1.0724	0.229333	0.142161	0.0685945	0.141066	0.412543	6.08502	0.0340677	0.573011	2.94954
4.69	9.91443e-05	8.49388e-06	0.347326	0.0129826	0	0.00238686	499	427.924	0.347325	100.056	0	0.80459	0	1.15431e-36	5.27426e-13	0.999999	5.40247e-31	3.14197e-31	0	0.483322	0.00175278	-65.2683	0	6.70108	6.67668	1.17667	0.0399402	0.00165375	389.222	0.000660512	0.82224	0.175504	0.00225609	3.08614	0.0544471	0.0753717	0.000541811	0.0020384	1.67761	16.521	6.21962e-08	6.25143	16.6445	1.19198e-06	6.22938	0.00379075	1.33032e-06	1.3765	0.784593	0.0136139	1.55814	1.1957	0.769425	13.1191	0.00191443	5.01222	0.665778	0.0160871	1.56085	1.19478	0.856732	13.1167	0.00459475	3.76602	3.37982	0.0676046	0.000400396	0.000218007	0.31441	0.000214663	0.932854	0.935955	0.157882	1.06736	0.230687	0.385243	1.06834	0.230703	0.143085	0.0681864	0.141986	0.410091	6.08528	0.0339895	0.573094	2.94874
4.7	9.8463e-05	8.12352e-06	0.347413	0.0129826	0	0.00231524	509	427.924	0.347412	100.05	0	0.80459	0	1.18545e-36	5.3213e-13	0.999999	5.54749e-31	3.22631e-31	0	0.483322	0.00175278	-65.2596	0	6.68262	6.65544	1.17667	0.039961	0.0016415	386.49	0.000655961	0.824012	0.173758	0.00222963	3.12258	0.0544162	0.0751917	0.000533929	0.0020103	1.6594	16.5443	6.19398e-08	6.23695	16.6679	1.18871e-06	6.23444	0.00379265	1.3278e-06	1.37708	0.776199	0.0134695	1.56086	1.19614	0.781589	13.1166	0.0019127	5.01836	0.657766	0.0158983	1.56359	1.19523	0.869279	13.1142	0.00458717	3.77116	3.38417	0.0675141	0.000397685	0.000215352	0.315324	0.000212017	0.922042	0.925126	0.15637	1.06325	0.232057	0.381605	1.06422	0.232073	0.144021	0.0677773	0.142919	0.407632	6.08553	0.0339118	0.573177	2.94794
4.71	9.77683e-05	7.76822e-06	0.347496	0.0124805	0	0.00224668	519	445.139	0.347496	100.046	0	0.80459	0	1.216e-36	5.36665e-13	0.999999	5.68972e-31	3.30903e-31	0	0.483322	0.00175278	-65.2512	0	6.66422	6.63427	1.17667	0.039981	0.00162907	383.709	0.000651321	0.825751	0.172045	0.00220356	3.15951	0.0543848	0.0750086	0.000526224	0.0019827	1.64137	16.5673	6.16766e-08	6.22265	16.6911	1.18536e-06	6.23949	0.00379454	1.32521e-06	1.37766	0.767866	0.0133261	1.56351	1.19653	0.79367	13.1143	0.00191106	5.02431	0.649813	0.0157103	1.56626	1.19564	0.881736	13.1119	0.00457993	3.77612	3.38837	0.0674179	0.000395034	0.000212753	0.316211	0.000209427	0.911452	0.914519	0.154873	1.05909	0.233426	0.378001	1.06005	0.233442	0.144969	0.0673673	0.143863	0.405168	6.08579	0.0338343	0.57326	2.94714
4.72	9.70612e-05	7.43308e-06	0.347576	0.0124805	0	0.00218103	529	445.139	0.347576	100.041	0	0.80459	0	1.24598e-36	5.41041e-13	0.999999	5.82926e-31	3.39018e-31	0	0.483322	0.00175278	-65.2432	0	6.64587	6.61317	1.17667	0.0400001	0.00161649	380.881	0.000646598	0.827457	0.170366	0.00217786	3.19696	0.0543532	0.0748227	0.00051869	0.00195561	1.62352	16.5901	6.14068e-08	6.2085	16.714	1.18192e-06	6.24453	0.00379643	1.32253e-06	1.37823	0.759592	0.0131837	1.56609	1.19689	0.805669	13.1122	0.0019095	5.03008	0.641918	0.0155232	1.56888	1.196	0.894103	13.1098	0.00457301	3.78089	3.39242	0.067316	0.000392442	0.000210209	0.317071	0.000206891	0.901079	0.904128	0.153389	1.05487	0.234794	0.374431	1.05583	0.23481	0.145928	0.0669565	0.144819	0.402699	6.08605	0.0337572	0.573341	2.94634
4.73	9.63423e-05	7.10978e-06	0.347653	0.0119962	0	0.00211815	539	463.111	0.347652	100.037	0	0.80459	0	1.27533e-36	5.45258e-13	0.999999	5.96587e-31	3.46964e-31	0	0.483322	0.00175278	-65.2355	0	6.62758	6.59214	1.17667	0.0400184	0.00160375	378.011	0.000641799	0.829129	0.168718	0.00215254	3.23494	0.0543212	0.0746343	0.000511323	0.001929	1.60584	16.6126	6.11307e-08	6.19452	16.7367	1.17841e-06	6.24954	0.00379831	1.31978e-06	1.37881	0.751379	0.0130423	1.56862	1.1972	0.817585	13.1103	0.00190802	5.03566	0.63408	0.0153369	1.57143	1.19633	0.906383	13.1079	0.0045664	3.78547	3.39632	0.0672089	0.000389906	0.000207717	0.317907	0.000204407	0.890917	0.893947	0.15192	1.05061	0.236161	0.370894	1.05156	0.236176	0.146899	0.0665451	0.145788	0.400225	6.08631	0.0336804	0.573423	2.94554
4.74	9.56126e-05	6.80621e-06	0.347726	0.0119962	0	0.00205792	549	463.111	0.347725	100.034	0	0.80459	0	1.30405e-36	5.49322e-13	0.999999	6.09952e-31	3.54736e-31	0	0.483322	0.00175278	-65.2281	0	6.60933	6.57118	1.17667	0.0400359	0.00159088	375.101	0.000636927	0.83077	0.167102	0.00212758	3.27345	0.0542889	0.0744434	0.000504117	0.00190286	1.58834	16.6349	6.08487e-08	6.1807	16.7592	1.17483e-06	6.25454	0.00380018	1.31695e-06	1.37938	0.743224	0.012902	1.57108	1.19747	0.829421	13.1085	0.00190662	5.04106	0.6263	0.0151516	1.57393	1.19661	0.918576	13.1061	0.00456011	3.78988	3.40006	0.0670966	0.000387425	0.000205277	0.318717	0.000201976	0.88096	0.883971	0.150464	1.0463	0.237526	0.36739	1.04724	0.237542	0.147882	0.0661331	0.146769	0.397748	6.08656	0.033604	0.573503	2.94474
4.75	9.48729e-05	6.51087e-06	0.347796	0.0115335	0	0.0020002	559	481.689	0.347795	100.031	0	0.80459	0	1.33215e-36	5.53242e-13	0.999999	6.2303e-31	3.62342e-31	0	0.483322	0.00175278	-65.2211	0	6.59114	6.55029	1.17667	0.0400526	0.00157789	372.154	0.000631989	0.83238	0.165517	0.00210298	3.31251	0.0542563	0.0742503	0.000497068	0.00187718	1.571	16.657	6.05608e-08	6.16704	16.7814	1.17117e-06	6.25952	0.00380205	1.31405e-06	1.37996	0.735129	0.0127628	1.57349	1.1977	0.841176	13.1069	0.00190529	5.04628	0.618578	0.0149672	1.57636	1.19686	0.930683	13.1046	0.00455412	3.79411	3.40366	0.0669793	0.000384999	0.000202886	0.319504	0.000199595	0.871205	0.874195	0.149023	1.04195	0.23889	0.363919	1.04288	0.238906	0.148877	0.0657206	0.147761	0.395268	6.08682	0.0335279	0.573583	2.94394
4.76	9.41239e-05	6.24086e-06	0.347863	0.0115335	0	0.00194488	569	481.689	0.347862	100.028	0	0.80459	0	1.35962e-36	5.5702e-13	0.999999	6.3581e-31	3.69775e-31	0	0.483322	0.00175278	-65.2144	0	6.573	6.52947	1.17667	0.0400687	0.00156478	369.174	0.00062699	0.83396	0.163961	0.00207874	3.35212	0.0542235	0.0740552	0.000490171	0.00185195	1.55384	16.6789	6.02674e-08	6.15354	16.8035	1.16745e-06	6.26448	0.00380392	1.31109e-06	1.38053	0.727093	0.0126247	1.57584	1.19789	0.852852	13.1055	0.00190403	5.05132	0.610912	0.0147839	1.57874	1.19706	0.942706	13.1031	0.00454843	3.79816	3.40711	0.0668573	0.000382625	0.000200545	0.320268	0.000197263	0.861645	0.864615	0.147594	1.03756	0.240252	0.36048	1.03848	0.240268	0.149884	0.0653077	0.148766	0.392785	6.08707	0.0334521	0.573662	2.94314
4.77	9.33663e-05	5.97577e-06	0.347927	0.0110856	0	0.00189185	579	501.151	0.347926	100.025	0	0.80459	0	1.38642e-36	5.60658e-13	0.999999	6.48283e-31	3.77029e-31	0	0.483322	0.00175278	-65.208	0	6.5549	6.50872	1.17667	0.040084	0.00155157	366.162	0.000621934	0.83551	0.162435	0.00205485	3.3923	0.0541905	0.0738582	0.000483421	0.00182716	1.53684	16.7006	5.99687e-08	6.14019	16.8253	1.16365e-06	6.26943	0.00380577	1.30806e-06	1.38111	0.719115	0.0124876	1.57813	1.19804	0.86445	13.1042	0.00190285	5.05619	0.603303	0.0146017	1.58106	1.19723	0.954645	13.1019	0.00454302	3.80204	3.4104	0.0667307	0.000380302	0.000198252	0.321009	0.000194978	0.852277	0.855225	0.14618	1.03313	0.241613	0.357074	1.03404	0.241629	0.150903	0.0648945	0.149784	0.3903	6.08733	0.0333767	0.57374	2.94234
4.78	9.2601e-05	5.7059e-06	0.347988	0.0110856	0	0.00184098	589	501.151	0.347988	100.023	0	0.80459	0	1.41258e-36	5.64164e-13	0.999999	6.60452e-31	3.84106e-31	0	0.483322	0.00175278	-65.2018	0	6.53686	6.48803	1.17667	0.0400987	0.00153826	363.122	0.000616827	0.83703	0.160938	0.00203131	3.43306	0.0541573	0.0736596	0.000476815	0.0018028	1.52001	16.722	5.96649e-08	6.127	16.8469	1.1598e-06	6.27436	0.00380763	1.30496e-06	1.38169	0.711195	0.0123516	1.58036	1.19815	0.87597	13.1031	0.00190174	5.06089	0.595751	0.0144206	1.58333	1.19736	0.966502	13.1008	0.00453791	3.80574	3.41356	0.0665998	0.000378029	0.000196005	0.321728	0.000192741	0.843095	0.846021	0.144778	1.02866	0.242971	0.353699	1.02956	0.242987	0.151934	0.0644811	0.150813	0.387814	6.08758	0.0333016	0.573818	2.94154
4.79	9.18285e-05	5.45053e-06	0.348047	0.0110856	0	0.0017922	599	501.151	0.348046	100.02	0	0.80459	0	1.43808e-36	5.67541e-13	0.999999	6.72313e-31	3.91004e-31	0	0.483322	0.00175278	-65.1959	0	6.51887	6.46742	1.17667	0.0401128	0.00152487	360.056	0.000611673	0.838523	0.159469	0.0020081	3.47441	0.0541239	0.0734594	0.000470348	0.00177886	1.50335	16.7432	5.93563e-08	6.11396	16.8682	1.15588e-06	6.27928	0.00380947	1.30181e-06	1.38227	0.703334	0.0122167	1.58254	1.19823	0.887413	13.1021	0.0019007	5.06542	0.588255	0.0142407	1.58554	1.19745	0.978276	13.0999	0.00453307	3.80928	3.41656	0.0664646	0.000375804	0.000193804	0.322426	0.000190549	0.834095	0.836999	0.14339	1.02415	0.244328	0.350356	1.02505	0.244344	0.152977	0.0640676	0.151855	0.385327	6.08784	0.0332269	0.573895	2.94074
4.8	9.10495e-05	5.2214e-06	0.348103	0.0106567	0	0.00174539	609	521.321	0.348103	100.018	0	0.80459	0	1.46295e-36	5.70794e-13	0.999999	6.83878e-31	3.9773e-31	0	0.483322	0.00175278	-65.1902	0	6.50093	6.44687	1.17667	0.0401263	0.00151141	356.967	0.000606475	0.839987	0.158028	0.00198523	3.51637	0.0540904	0.0732578	0.000464016	0.00175533	1.48684	16.7643	5.90429e-08	6.10107	16.8894	1.1519e-06	6.28417	0.00381132	1.2986e-06	1.38285	0.695531	0.0120829	1.58466	1.19826	0.89878	13.1013	0.00189972	5.06978	0.580816	0.014062	1.5877	1.1975	0.98997	13.0991	0.0045285	3.81264	3.41942	0.0663254	0.000373627	0.000191647	0.323103	0.000188401	0.825273	0.828154	0.142015	1.01961	0.245682	0.347044	1.0205	0.245698	0.154032	0.0636541	0.152909	0.382839	6.08809	0.0331526	0.573972	2.93994
4.81	9.02647e-05	5.00535e-06	0.348157	0.0106567	0	0.00170046	619	521.321	0.348156	100.017	0	0.80459	0	1.48716e-36	5.73928e-13	0.999999	6.95141e-31	4.04281e-31	0	0.483322	0.00175278	-65.1848	0	6.48303	6.42639	1.17667	0.0401393	0.00149788	353.857	0.000601239	0.841424	0.156613	0.0019627	3.55893	0.0540567	0.073055	0.000457816	0.0017322	1.4705	16.7851	5.87251e-08	6.08834	16.9103	1.14787e-06	6.28906	0.00381315	1.29533e-06	1.38343	0.687785	0.0119502	1.58673	1.19826	0.910073	13.1007	0.00189882	5.07397	0.573434	0.0138845	1.58981	1.19751	1.00158	13.0984	0.00452421	3.81584	3.42214	0.0661824	0.000371496	0.000189534	0.32376	0.000186296	0.816624	0.819482	0.140653	1.01504	0.247033	0.343763	1.01592	0.24705	0.155099	0.0632407	0.153976	0.380352	6.08835	0.0330785	0.574048	2.93915
4.82	8.94746e-05	4.79407e-06	0.348209	0.0102452	0	0.00165732	629	542.257	0.348208	100.015	0	0.80459	0	1.51072e-36	5.76946e-13	0.999999	7.06094e-31	4.10651e-31	0	0.483322	0.00175278	-65.1796	0	6.46519	6.40598	1.17667	0.0401516	0.00148429	350.728	0.000595969	0.842835	0.155225	0.00194048	3.60212	0.0540229	0.0728511	0.000451744	0.00170946	1.45432	16.8056	5.8403e-08	6.07575	16.9311	1.14378e-06	6.29393	0.00381498	1.29201e-06	1.38402	0.680097	0.0118186	1.58875	1.19822	0.921291	13.1002	0.00189797	5.078	0.566107	0.0137083	1.59186	1.19749	1.01312	13.0979	0.00452017	3.81887	3.42471	0.0660357	0.00036941	0.000187462	0.324396	0.000184234	0.808144	0.810978	0.139304	1.01043	0.248382	0.340513	1.0113	0.248399	0.156178	0.0628273	0.155055	0.377866	6.0886	0.0330049	0.574123	2.93835
