#Time	#Ge	#Inet	#Vm	#Act	#Spike	#Gk	#ISI	#AvgISI	#VmDend	#Gnmda	#RnmdaSyn	#RCa	#SnmdaO	#SnmdaI	#NMDAGmg	#GABAB	#GgabaB	#Gvgcc	#VGCCm	#VGCCh	#VGCCJcaPSD	#VGCCJcaCyt	#Gak	#AKm	#AKh	#LearnNow	%NMDAo	%NMDAi	%Ca	%Ds	%Ps	%CaM	%CaP	%CaD	%RCaM	%RCaP	%RCaD	%SCa	%SCaM	%SCaP	%SCaD	%Wt	%DWt	#VmS	#PreSpike	#NMDA_Mg	#NMDA_Nopen	#NMDA_Jca	#NMDA_G	#NMDA_Nt0	#NMDA_Nt1	#NMDA_Nt2	#GluN2B	#Cyt_Ca	#PSD_Ca	#Cyt_CaMact	#PSD_CaMact	#Cyt_CaMKIIact	#Cyt_CaMKII	#Cyt_CaMKIIP	#PSD_CaMKIIact	#PSD_CaMKII	#PSD_CaMKIIP	#PSD_CaMKIIn2b	#PSD_N2B_CaMKII	#PSD_N2B_CaMKIIP	#Cyt_DAPK1act	#Cyt_Ca0CaM_DAPK1	#Cyt_Ca1CaM_DAPK1	#Cyt_Ca0CaM_DAPK1P	#Cyt_Ca1CaM_DAPK1P	#Cyt_DAPK1	#Cyt_DAPK1P	#Cyt_DAPK1_AutoK	#PSD_DAPK1act	#PSD_Ca0CaM_DAPK1	#PSD_Ca1CaM_DAPK1	#PSD_Ca0CaM_DAPK1P	#PSD_Ca1CaM_DAPK1P	#PSD_DAPK1	#PSD_DAPK1P	#PSD_DAPK1_AutoK	#PSD_DAPK1n2b	#PSD_N2B_Ca0CaM_DAPK1	#PSD_N2B_Ca1CaM_DAPK1	#PSD_N2B_Ca0CaM_DAPK1P	#PSD_N2B_Ca1CaM_DAPK1P	#PSD_N2B_DAPK1	#PSD_N2B_DAPK1P	#Cyt_CaNact	#PSD_CaNact	#Cyt_AC1act	#Cyt_cAMP	#Cyt_PKAact	#PSD_AC1act	#PSD_cAMP	#PSD_PKAact	#Cyt_I1P	#Cyt_PP1act	#PSD_I1P	#PSD_PP1act	#Int_AMPAR	#Mbr_AMPAR	#PSD_AMPAR	#Trp_AMPAR
0.013	2.59829e-36	-3.16736e-09	0.350001	0	0	0	-1	-1	0.350001	0	0	0	0	0	0.131253	0.80459	0	2.59829e-36	6.91509e-13	1	1.21107e-30	7.04333e-31	0	0.483322	0.00175278	-1	0	0	2.59829e-35	5.93358e-35	5.8442e-35	0	0	0	0	0	0	2.59829e-35	0	0	0	0.5	0	-64.9999	0	0.0405833	0	0	0	0.91919	0.0805443	0.000266038	24	0.0500003	0.0500006	2.48378e-05	3.42022e-05	0.226384	19.2813	0	1.72533	19.3531	0	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.0112018	0.0112031	0.000298966	0.00486476	0.039699	0.000411713	0.00487043	0.0396996	0.997793	0.00991831	0.997919	0.0595428	6.17238	0.317785	0.318751	1.71984
0.014	2.59829e-36	-3.16736e-09	0.350001	0	0	0	-1	-1	0.350001	0	0	0	0	0	0.131253	0.80459	0	2.59829e-36	6.91509e-13	1	1.21107e-30	7.04333e-31	0	0.483322	0.00175278	-1	0	0	2.59829e-35	5.93358e-35	5.8442e-35	0	0	0	0	0	0	2.59829e-35	0	0	0	0.5	0	-64.9999	0	0.0405833	0	0	0	0.91919	0.0805443	0.000266038	24	0.0500003	0.0500006	2.48378e-05	3.42021e-05	0.226384	19.2813	0	1.72533	19.3531	0	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.0112017	0.011203	0.000298965	0.00486476	0.039699	0.000411711	0.00487042	0.0396996	0.997792	0.00991832	0.997918	0.0595428	6.17238	0.317785	0.318751	1.71984
0.015	2	0.793664	0.97	0	1	0.0092	0	-2	0.609367	0	2	0	0	0	0.131253	0.80459	0	2.59829e-36	6.91509e-13	1	1.21107e-30	7.04333e-31	0	0.483322	0.00175278	-1	0	0	2.59829e-35	5.93359e-35	5.84421e-35	0	0	0	0	0	0	2.59829e-35	0	0	0	0.5	0	-64.9999	0	0.0405833	0	0	0	0.91919	0.0805443	0.000266038	24	0.0500003	0.0500006	2.48377e-05	3.4202e-05	0.226384	19.2813	0	1.72533	19.3531	0	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.0112016	0.0112029	0.000298964	0.00486475	0.039699	0.00041171	0.00487041	0.0396996	0.997791	0.00991833	0.997917	0.0595429	6.17238	0.317785	0.318752	1.71984
0.016	1.6	-0.173333	0.796667	0	0	0.0090798	1	-2	0.65307	0	1.98	0.188614	1	1	0.875889	0.80459	0	5.86634e-37	0	0.965517	1.26199e-32	7.33949e-33	0	0.483322	0.00175278	-1	0	0	5.86634e-36	5.93037e-35	5.84059e-35	0	0	0	0	0	0	5.86634e-36	0	0	0	0.5	0	-3	0	0.663967	0	0	0	0.91919	0.0805443	0.000266038	24	0.0500003	0.0500006	2.48376e-05	3.42019e-05	0.226384	19.2813	0	1.72533	19.3531	0	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.0112015	0.0112028	0.000298963	0.00486474	0.039699	0.000411709	0.0048704	0.0396996	0.99779	0.00991834	0.997916	0.059543	6.17238	0.317785	0.318752	1.71984
0.017	1.28	-0.115556	0.681111	0	0	0.0089617	2	-2	0.655623	0	1.9602	0.205808	0.99	0	0.706697	0.80459	0	0	0.277778	0.932223	0	0	0	0.483322	0.00175278	-1	0	0	0	5.92622e-35	5.83591e-35	0	0	0	0	0	0	0	0	0	0	0.5	0	-20.3333	0	0.402841	0	0	0	0.91919	0.0805443	0.000266038	24	0.0500003	0.0500006	2.48376e-05	3.42018e-05	0.226384	19.2813	0	1.72533	19.3531	0	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.0112013	0.0112027	0.000298962	0.00486473	0.039699	0.000411708	0.00487039	0.0396996	0.997789	0.00991835	0.997915	0.059543	6.17238	0.317784	0.318752	1.71984
0.018	1.108	-0.077037	0.604074	0	0	0.00884566	3	-2	0.646657	0	1.9406	0.202184	0.9801	0	0.540649	0.80459	0	0.0839981	0.47673	0.900078	19207.7	11170.9	0	0.483322	0.00175278	-1	0	0	0.839981	0.00134397	0.00151197	0	0	0	0	0	0	0.839981	0	0	0	0.5	0	-31.8889	0	0.247855	0	0	0	0.885605	0.11249	0.00190566	24	1.71747	0.864293	0.00799308	0.0025072	0.226647	19.2809	0	1.72541	19.353	0	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.0119029	0.0115527	0.000326243	0.00486477	0.039699	0.000419826	0.00487041	0.0396995	0.997786	0.00991836	0.997913	0.0595431	6.17238	0.317784	0.318752	1.71984
0.019	1.30698	-0.051358	0.552716	0	0	0.00873164	4	-2	0.653858	0	1.92119	0.194257	0.970299	0	0.421975	0.80459	0	0.487784	0.363643	0.87099	138487	80541.5	0	0.483322	0.00175278	-1	0	0	4.87784	0.00914758	0.0102909	0	0	0	0	0	0	4.87784	0	0	0	0.5	0	-39.5926	0	0.169705	0	0	0	0.245796	0.687586	0.0666172	24	11.8754	5.83632	1.62436	0.524468	0.286744	19.2008	0	1.74345	19.329	0	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.0268534	0.0166725	0.00657222	0.00487924	0.039699	0.0022513	0.00487753	0.0396995	0.997761	0.00991838	0.997902	0.0595432	6.17238	0.317784	0.318752	1.71984
0.02	0.888076	-0.0342387	0.518477	0	0	0.0086196	5	-2	0.632112	0	1.90198	0.192556	0.960596	0	0.346809	0.80459	0	0.232716	0.262753	0.875419	74640.9	43409.7	0	0.483322	0.00175278	-1	0	0	2.32716	0.0128646	0.0144715	0	0	0	0	0	0	2.32716	0	0	0	0.5	0	-44.7284	0	0.129416	0	0	0	0.00987186	0.865061	0.125067	24	7.52358	3.79147	3.20905	1.49578	0.56869	18.8244	0	1.86443	19.1695	0	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.0871068	0.039015	0.0360285	0.00505837	0.039699	0.0143592	0.00500242	0.0396995	0.997567	0.00991848	0.997825	0.0595435	6.17238	0.317784	0.318752	1.71984
0.021	0.618522	-0.0228258	0.495652	0	0	0.00850951	6	-2	0.601199	0	1.88296	0.179098	0.95099	0	0.300404	0.80459	0	0.0942342	0.18977	0.879715	32538.2	18923.6	0	0.483322	0.00175278	-1	0.2	1	7.13953	0.0242789	0.0273111	2.12576	0.0119765	3.23251e-05	2.12576	0.0119765	3.23251e-05	7.13953	2.12576	0.0119765	3.23251e-05	0.5	0	-48.1523	1	0.10732	0.0457268	21723.6	0.0490104	0.00868841	0.85163	0.139682	24	4.24595	3.37256	3.07639	1.98172	0.922412	18.3512	8.59202e-28	2.07688	18.8925	1.1425e-20	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.165156	0.0806655	0.07335	0.00555172	0.039699	0.0352699	0.00542155	0.0396995	0.997045	0.00991891	0.997573	0.0595446	6.17238	0.317784	0.318752	1.71984
0.022	0.46399	-0.0456516	0.45	0	0	0.00840132	7	-2	0.570219	0	1.86413	0.158112	0.94148	0	0.271526	0.80459	0	0.0372081	0.137057	0.883862	13456.6	7826.1	0	0.483322	0.00175278	-1	0.193333	0.99	6.23828	0.0342431	0.0385181	1.72187	0.0241365	0.000112753	1.72187	0.0241365	0.000112753	6.23828	1.72187	0.0241365	0.000112753	0.5	0	-50.4348	0	0.0944959	0.0495005	21624.2	0.0467771	0.00865913	0.849497	0.141844	24	2.56278	2.64006	2.34821	1.91609	1.21284	17.9609	4.1317e-18	2.31696	18.5846	1.5362e-14	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.228993	0.130605	0.104402	0.00635518	0.039699	0.0584494	0.00617692	0.0396995	0.996206	0.00991993	0.997066	0.0595479	6.17238	0.317784	0.318752	1.71984
0.023	0.357818	0.125763	0.600374	0	0	0.00829499	8	-2	0.59089	0	1.84549	0.133483	0.932065	0	0.219268	0.80459	0	0.0152572	0.0989854	0.887867	6017.35	3499.58	0	0.483322	0.00175278	-1	0.186889	0.9801	3.59565	0.0399722	0.0449595	1.39471	0.0359502	0.000255083	1.39471	0.0359502	0.000255083	3.59565	1.39471	0.0359502	0.000255083	0.5	0	-55	0	0.0728998	0.0482387	17615.2	0.0351724	0.00901385	0.857219	0.133768	24	1.76777	2.06511	1.65396	1.54399	1.41842	17.6823	6.32003e-17	2.53138	18.3166	1.21287e-13	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.274386	0.176863	0.126755	0.00740022	0.039699	0.0785251	0.00720274	0.0396995	0.995137	0.00992175	0.9963	0.0595545	6.17238	0.317784	0.318752	1.71984
0.024	0.278052	0.216237	0.823528	0	0	0.0081905	9	-2	0.62021	0	1.82703	0.14362	0.922745	0	0.416389	0.80459	0	0.0043411	0.08514	0.861099	1244	723.489	0	0.483322	0.00175278	-1	0.180659	0.970299	3.64775	0.0457806	0.0514895	1.12972	0.0470583	0.000470521	1.12972	0.0470583	0.000470521	3.64775	1.12972	0.0470583	0.000470521	0.5	0	-39.9627	0	0.166497	0.0463262	29051	0.0771483	0.00934271	0.857331	0.133326	24	1.2405	2.38442	1.11921	1.26833	1.55522	17.4943	3.03255e-16	2.71006	18.1009	3.99445e-13	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.305094	0.219307	0.141968	0.00861601	0.039699	0.0945744	0.00841617	0.0396995	0.993918	0.00992446	0.995306	0.0595655	6.17238	0.317784	0.318752	1.71984
0.025	0.227848	0.952751	0.97	0.555556	1	0.0171054	0	10	0.725733	0	1.80876	0.156462	0.913517	0	0.739995	0.80459	0	0.00152782	0.339268	0.831406	193.337	112.441	0	0.483322	0.00175278	-1	0.174637	0.960596	3.83638	0.0518868	0.0583538	3.53947	0.0669182	0.00078655	3.53947	0.0669182	0.00078655	3.83638	3.53947	0.0669182	0.00078655	0.5	0	-17.6472	0	0.443467	0.0443393	42233.9	0.196674	0.00945438	0.847705	0.142841	24	1.04999	2.97869	0.774519	1.15398	1.64434	17.3689	8.93659e-16	2.86793	17.9168	9.08727e-13	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.326667	0.261589	0.1522	0.00994778	0.039699	0.108263	0.00975787	0.0396995	0.992603	0.00992808	0.994111	0.0595819	6.17238	0.317784	0.318752	1.71984
0.026	0.258899	-0.173333	0.796667	0.555556	0	0.0168871	1	10	0.640394	0	1.79068	0.177059	1	1	0.875889	0.80459	0	0.057599	0	0.802736	1239.09	720.632	0	0.483322	0.00175278	-1	0.168816	0.95099	8.23587	0.0650278	0.0731317	2.86697	0.0868131	0.00122387	2.86697	0.0868131	0.00122387	8.23587	2.86697	0.0868131	0.00122387	0.5	0	-3	0	0.663967	0.0423809	37298.4	0.28146	0.00982265	0.845134	0.145044	24	1.02826	2.72759	0.571943	0.991804	1.70462	17.2811	2.0099e-15	3.01113	17.7554	1.68081e-12	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.343616	0.300407	0.15941	0.0113609	0.0396989	0.120307	0.0111896	0.0396995	0.99122	0.00993262	0.992737	0.0596041	6.17238	0.317784	0.318752	1.71984
0.027	0.179658	-0.115556	0.681111	0.555556	0	0.0166725	2	10	0.575785	0	1.77277	0.157501	0.99	0	0.706697	0.80459	0	0	0.277778	0.775056	0	0	0	0.483322	0.00175278	-1	0.163189	0.94148	8.08034	0.0779109	0.0876178	2.32225	0.105907	0.00179988	2.32225	0.105907	0.00179988	8.08034	2.32225	0.105907	0.00179988	0.5	0	-20.3333	0	0.402841	0.0404857	37874	0.16313	0.0102906	0.844669	0.14504	24	0.856916	2.66334	0.432113	0.85078	1.747	17.2165	3.81147e-15	3.13775	17.6189	2.72984e-12	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.357058	0.33562	0.164742	0.0128343	0.0396989	0.130537	0.0126837	0.0396995	0.989785	0.00993803	0.991219	0.0596324	6.17238	0.317784	0.318752	1.71984
0.028	0.204257	-0.077037	0.604074	0.555556	0	0.0164616	3	10	0.532156	0	1.75504	0.118444	0.9801	0	0.540649	0.80459	0	0.0698365	0.47673	0.74833	15969.4	9287.51	0	0.483322	0.00175278	-1	0.157749	0.932065	7.80823	0.0903495	0.101602	1.88102	0.123644	0.0025278	1.88102	0.123644	0.0025278	7.80823	1.88102	0.123644	0.0025278	0.5	0	-31.8889	0	0.247855	0.038665	30100.2	0.0958552	0.0105176	0.841928	0.147554	24	2.12148	2.87544	0.483326	0.807236	1.78375	17.1589	6.48937e-15	3.25355	17.4991	4.06882e-12	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.377308	0.369595	0.169492	0.0143547	0.0396989	0.139584	0.0142237	0.0396995	0.988292	0.00994429	0.989583	0.0596671	6.17238	0.317784	0.318752	1.71984
0.029	0.507886	-0.051358	0.552716	0.555556	0	0.0162544	4	10	0.527724	0	1.73749	0.0833511	0.970299	0	0.421975	0.80459	0	0.405547	0.363643	0.724474	115139	66962.6	0	0.483322	0.00175278	-1	0.152491	0.922745	10.0144	0.106309	0.119547	1.52363	0.139676	0.00341623	1.52363	0.139676	0.00341623	10.0144	1.52363	0.139676	0.00341623	0.5	0	-39.5926	0	0.169705	0.0369073	23406.5	0.0626485	0.00850457	0.785937	0.205559	24	10.9022	6.78097	3.17416	2.18837	1.93252	16.9512	1.08276e-14	3.42504	17.3076	5.86495e-12	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.472471	0.438008	0.186255	0.0159537	0.0396989	0.154455	0.0158294	0.0396995	0.986584	0.00995144	0.987774	0.0597083	6.17238	0.317783	0.318751	1.71984
0.03	0.273335	-0.0342387	0.518477	0.555556	0	0.0160508	5	10	0.504529	0	1.72012	0.0766137	0.960596	0	0.346809	0.80459	0	0.193569	0.262753	0.733955	62085	36107.4	0	0.483322	0.00175278	-1	0.147408	0.913517	6.9917	0.117422	0.132036	1.23414	0.153811	0.00446927	1.23414	0.153811	0.00446927	6.9917	1.23414	0.153811	0.00446927	0.5	0	-44.7284	0	0.129416	0.0351855	18903.3	0.0455465	0.00793034	0.775764	0.216305	24	7.07016	4.74737	4.70388	3.31416	2.32733	16.4141	2.13862e-14	3.74874	16.9186	8.35019e-12	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.604293	0.530689	0.229704	0.0178463	0.0396989	0.185066	0.0176827	0.0396994	0.984353	0.00995976	0.985618	0.0597568	6.17238	0.317783	0.318751	1.71984
0.031	0.142133	-0.0228258	0.495652	0.555556	0	0.0158506	6	10	0.476422	0	1.70292	0.055207	0.95099	0	0.300404	0.80459	0	0.0790064	0.18977	0.743129	27280.2	15865.6	0	0.483322	0.00175278	-1	0.142494	0.904382	5.20538	0.125668	0.141301	0.999651	0.165974	0.00568673	0.999651	0.165974	0.00568673	5.20538	0.999651	0.165974	0.00568673	0.5	0	-48.1523	0	0.10732	0.0335229	15950.4	0.0359854	0.0079359	0.792246	0.199818	24	4.11118	3.196	4.26737	3.35394	2.7535	15.8332	5.47013e-14	4.13274	16.4577	1.16155e-11	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.7193	0.62458	0.277155	0.0201712	0.0396989	0.221448	0.0199562	0.0396994	0.981579	0.00996966	0.983043	0.0598141	6.17238	0.317783	0.318751	1.71984
0.032	0.0818649	-0.0456516	0.45	0.555556	0	0.0156539	7	10	0.450501	0	1.68589	0.0296324	0.94148	0	0.271526	0.80459	0	0.0314311	0.137057	0.751987	11367.3	6611.02	0	0.483322	0.00175278	-1	0.137745	0.895338	4.49381	0.13277	0.149276	0.809718	0.17617	0.00706458	0.809718	0.17617	0.00706458	4.49381	0.809718	0.17617	0.00706458	0.5	0	-50.4348	0	0.0944959	0.0319416	13956.6	0.0301908	0.00828542	0.81609	0.175624	24	2.56709	2.33574	3.24786	2.80788	3.08895	15.371	1.40704e-13	4.48678	16.0451	1.58644e-11	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.800567	0.703407	0.315295	0.0228883	0.0396988	0.254013	0.0226402	0.0396994	0.978408	0.00998146	0.980087	0.059882	6.17238	0.317783	0.318751	1.71984
0.033	2.05354	0.969371	0.97	0.578704	1	0.0243149	0	9.6	0.738092	0	3.66903	0.312765	0.932065	0	0.219268	0.80459	0	0.0129808	0.0989854	0.760539	5119.54	2977.43	0	0.483322	0.00175278	-1	0.133153	0.886385	0.993085	0.134266	0.150944	1.78559	0.199975	0.00867402	1.78559	0.199975	0.00867402	0.993085	1.78559	0.199975	0.00867402	0.5	0	-55	0	0.0728998	0.0304487	11119.5	0.0222023	0.00897445	0.840003	0.151022	24	1.81254	1.79478	2.31079	2.12777	3.32279	15.0426	3.1779e-13	4.77856	15.7224	2.13545e-11	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.855267	0.763992	0.342659	0.0258993	0.0396988	0.279388	0.0256365	0.0396994	0.974988	0.00999528	0.976841	0.0599612	6.17238	0.317783	0.31875	1.71984
0.034	1.63346	-0.173333	0.796667	0.578704	0	0.0240099	1	9.6	0.715893	0	3.63234	0.614033	1	1	0.875889	0.80459	0	0.00130861	0	0.734314	28.1513	16.3722	0	0.483322	0.00175278	-1	0.128715	0.877521	5.8534	0.143538	0.16136	1.44633	0.220507	0.0105156	1.44633	0.220507	0.0105156	5.8534	1.44633	0.220507	0.0105156	0.5	0	-3	0	0.663967	0.0290398	25557.4	0.19286	0.00944117	0.848795	0.141764	24	1.22729	2.22813	1.57457	1.67601	3.47583	14.8207	6.22332e-13	5.01628	15.4769	2.83986e-11	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.890782	0.817365	0.361326	0.029112	0.0396987	0.298568	0.0288466	0.0396993	0.971425	0.0100111	0.973378	0.0600522	6.17238	0.317783	0.31875	1.71984
0.035	1.33199	-0.115556	0.681111	0.578704	0	0.0237101	2	9.6	0.690267	0	3.59601	0.608163	0.99	0	0.706697	0.80459	0	0	0.277778	0.708992	0	0	0	0.483322	0.00175278	-1	0.124424	0.868746	6.16089	0.153294	0.17232	1.17153	0.237826	0.0125842	1.17153	0.237826	0.0125842	6.16089	1.17153	0.237826	0.0125842	0.5	0	-20.3333	0	0.402841	0.0277054	25918.3	0.111635	0.0100681	0.855071	0.134861	24	1.05827	2.16125	1.08262	1.30295	3.57205	14.6736	1.0804e-12	5.21559	15.2864	3.71831e-11	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.915713	0.862535	0.373817	0.032457	0.0396987	0.313358	0.0321985	0.0396993	0.967786	0.0100289	0.969746	0.0601551	6.17238	0.317783	0.318749	1.71984
0.036	1.12308	-0.077037	0.604074	0.578704	0	0.0234154	3	9.6	0.665393	0	3.56005	0.595934	0.9801	0	0.540649	0.80459	0	0.0638838	0.47673	0.684544	14608.2	8495.87	0	0.483322	0.00175278	-1	0.120277	0.860058	6.05979	0.162883	0.18309	0.948935	0.25207	0.0148694	0.948935	0.25207	0.0148694	6.05979	0.948935	0.25207	0.0148694	0.5	0	-31.8889	0	0.247855	0.0264399	20583.1	0.0655478	0.0104095	0.855875	0.133716	24	2.17361	2.41953	0.940516	1.09885	3.63881	14.5651	1.71472e-12	5.38741	15.1354	4.77941e-11	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	0.946294	0.904145	0.3831	0.03589	0.0396986	0.325017	0.0356417	0.0396992	0.964085	0.0100485	0.96599	0.0602697	6.17238	0.317783	0.318749	1.71984
0.037	1.21477	-0.051358	0.552716	0.578704	0	0.0231258	4	9.6	0.657004	0	3.52445	0.577111	0.970299	0	0.421975	0.80459	0	0.370979	0.363643	0.662889	105325	61254.9	0	0.483322	0.00175278	-1	0.116267	0.851458	8.25318	0.175974	0.197799	0.768638	0.263429	0.0173569	0.768638	0.263429	0.0173569	8.25318	0.768638	0.263429	0.0173569	0.5	0	-39.5926	0	0.169705	0.0252266	15998.7	0.0428212	0.00803774	0.80462	0.187342	24	10.3365	6.10834	3.49404	2.30176	3.78778	14.3463	2.63739e-12	5.59275	14.9421	6.17746e-11	0	0	0	0.0741831	0.001461	2.24e-05	0.5958	0.02959	0.09693	19.27	0.00447039	0.0820769	0.001143	1.753e-05	0.5959	0.02959	0.0984	19.26	0.0178629	0.00727977	0.006541	8.476e-05	1.593e-06	2.105e-07	0.0006504	1.938e-07	1.06066	0.983177	0.401597	0.0394209	0.0396986	0.340272	0.0391719	0.0396992	0.960144	0.0100699	0.962051	0.0603956	6.17238	0.317782	0.318748	1.71984
